quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
the effect of world wide trade depression will be overcome in this country as soon as the nation’s money gets to work.,general_business,improve,na,na,vague,assertive,official,Charles Curtis,national,True,money gets to work,/service/ndnp/whi/batch_whi_jarlsburg_ver01/data/sn83045293/00542868909/1930101801/0269.xml,1930-10-18,"the milwaukee leader (milwaukee, wis.) 1911-1938",full_page,improve,worsen,INDPRO,0.0,True,,6.0,inferred_short
"Large meat packing companies are not affected by the business depression, and it is expected they will equal or exceed last year’s profits.",general_business,improve,na,na,6,hedged,journalist,na,industry,False,na,/service/ndnp/whi/batch_whi_jarlsburg_ver01/data/sn83045293/00542868909/1930110501/0483.xml,1930-11-05,"the milwaukee leader (milwaukee, wis.) 1911-1938",full_page,improve,,,,False,scope=industry (not US national),,
"With the winter of 1930 threatening to be the worst since 1893, Tammany continues its ancient function of providing doles for the destitute, as a means of maintaining its enormous nvpstige in New York working class sections.",general_business,worsen,na,up,6,hedged,journalist,na,regional,False,na,/service/ndnp/whi/batch_whi_jarlsburg_ver01/data/sn83045293/00542868909/1930110501/0483.xml,1930-11-05,"the milwaukee leader (milwaukee, wis.) 1911-1938",full_page,worsen,,,,False,scope=regional (not US national),,
vacancies caused by deaths or retirement of postal employes will not be filled,employment,worsen,na,up,vague,assertive,official,Gow,regional,True,na,/service/ndnp/whi/batch_whi_jarlsburg_ver01/data/sn83045293/00542868909/1930111001/0541.xml,1930-11-10,"the milwaukee leader (milwaukee, wis.) 1911-1938",full_page,up,,,,False,scope=regional (not US national),,
"No help is needed from outsiders for the Christmas season, as there are 800 regular substitutes to handle the work.",employment,worsen,na,na,6,assertive,official,Gow,regional,True,na,/service/ndnp/whi/batch_whi_jarlsburg_ver01/data/sn83045293/00542868909/1930111001/0541.xml,1930-11-10,"the milwaukee leader (milwaukee, wis.) 1911-1938",full_page,up,,,,False,scope=regional (not US national),,
"Seldom have there been better op portunities, both for income and ap preciation, than are to be found in the bond market today, the survey declared.",markets,improve,up,na,vague,assertive,expert,Wisconsin Bankshares corporation,national,True,na,/service/ndnp/whi/batch_whi_jarlsburg_ver01/data/sn83045293/00542868909/1930111801/0634.xml,1930-11-18,"the milwaukee leader (milwaukee, wis.) 1911-1938",full_page,improve,worsen,STOCK,0.0,True,,12.0,default
"The Holt Lumber Co. sawmill will open Nov. 24 to run steadily throughout the winter, according to an announcement here today by President W. A. Holt.",general_business,improve,na,down,6,assertive,official,W. A. Holt,regional,True,na,/service/ndnp/whi/batch_whi_jarlsburg_ver01/data/sn83045293/00542868909/1930112101/0675.xml,1930-11-21,"the milwaukee leader (milwaukee, wis.) 1911-1938",full_page,improve,,,,False,scope=regional (not US national),,
Several hundred families will be certain of an income during the cold months as a result of the opening.,employment,improve,na,down,6,assertive,journalist,na,regional,False,the opening,/service/ndnp/whi/batch_whi_jarlsburg_ver01/data/sn83045293/00542868909/1930112101/0675.xml,1930-11-21,"the milwaukee leader (milwaukee, wis.) 1911-1938",full_page,down,,,,False,scope=regional (not US national),,
"The committee is pushing its J< during this slack period in the jactation it will have plans ""eady for model home construction, when business revival rgain causes resumption of home building on a large scale.",general_business,improve,na,na,vague,hedged,official,na,national,True,na,/service/ndnp/whi/batch_whi_jarlsburg_ver01/data/sn83045293/00542868910/1930121901/0303.xml,1930-12-19,"the milwaukee leader (milwaukee, wis.) 1911-1938",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"the British have gone ahead and announced that their aircraft industry will turn out 50,000 prefabricated aluminum houses in 1945 alone.",general_business,improve,na,na,6,assertive,official,na,foreign,True,na,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1945080101/0042.xml,1945-08-01,"proletarec (chicago, ill.) 1906-19??",full_page,improve,,,,False,scope=foreign (not US national),,
the .British manufacturers will have the jump in the new market.,markets,improve,na,na,vague,assertive,layperson,na,foreign,True,na,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1945080101/0042.xml,1945-08-01,"proletarec (chicago, ill.) 1906-19??",full_page,improve,,,,False,scope=foreign (not US national),,
a drop in consuming ability will quickly result in the loss of millions of jobs,employment,worsen,na,up,vague,assertive,expert,Raymond Hofses,national,True,a drop in consuming ability,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1945080101/0042.xml,1945-08-01,"proletarec (chicago, ill.) 1906-19??",full_page,up,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,12.0,default
"The result is that! nstead of heading off unemployment, the time when surpluses will destroy jobs is brought that much closer.",employment,worsen,na,up,vague,assertive,expert,Raymond Hofses,national,True,na,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1945080101/0042.xml,1945-08-01,"proletarec (chicago, ill.) 1906-19??",full_page,up,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,12.0,default
Thereupon business will slump and unemployment will come as a consequence-of private industry’s inability to sell what it is capable of producing.,general_business,worsen,na,up,vague,assertive,journalist,na,national,False,unless workers have money to spend,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1945101001/0100.xml,1945-10-10,"proletarec (chicago, ill.) 1906-19??",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
"Naturally, that fact will be capitalized by the unscrupulous real estate man, and used to get outrageous prices for property.",prices,worsen,up,na,vague,assertive,journalist,na,industry,False,na,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1945101001/0100.xml,1945-10-10,"proletarec (chicago, ill.) 1906-19??",full_page,up,,,,False,scope=industry (not US national),,
"If we force them to adopt this alternative, we can say goodby to our hopes of an expanding world market for American surpluses.",markets,worsen,na,na,vague,assertive,journalist,na,national,False,if we force them to adopt this alternative,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1945101001/0100.xml,1945-10-10,"proletarec (chicago, ill.) 1906-19??",full_page,worsen,worsen,STOCK,1.0,True,,12.0,default
"Rather than that, they will tighten their belts until they can reorganize their trade on a barted basis.",general_business,worsen,na,na,vague,assertive,journalist,na,foreign,False,rather than incurring liabilities they cannot meet,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1945101001/0100.xml,1945-10-10,"proletarec (chicago, ill.) 1906-19??",full_page,worsen,,,,False,scope=foreign (not US national),,
"American industry, the most efficient in the world, is going to be a lot more efficient.",general_business,improve,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1945120501/0148.xml,1945-12-05,"proletarec (chicago, ill.) 1906-19??",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
This is a juicy chunk of credit which will go far toward continuing industry on its presentble profitable path.,general_business,improve,na,na,vague,assertive,journalist,na,national,True,na,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1945120501/0148.xml,1945-12-05,"proletarec (chicago, ill.) 1906-19??",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
If we continue to tolerate those policies we arc fairly certain to have more and more and more inflation until economic and social dislocations produce problems that a democracy cannot solve and make dictatorship inevitable.,prices,worsen,up,na,vague,assertive,journalist,na,national,False,if we continue to tolerate those policies,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1946013001/0198.xml,1946-01-30,"proletarec (chicago, ill.) 1906-19??",full_page,up,up,CPI,1.0,True,,12.0,default
"And now we have been cordially invited by the House of Representatives of the Congress of the United States to go through it all over again. When? Beginning about 1949, economists and business men are estimating.",general_business,worsen,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1946013001/0198.xml,1946-01-30,"proletarec (chicago, ill.) 1906-19??",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
"Either Congress and the Administration accept the fact that the American economy has grown so complex that depression must be planned against, to be avoided, or another and greater economic crisis will come to force us far down the road to Socialism.",general_business,worsen,na,na,vague,assertive,journalist,na,national,False,if depression is not planned against,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1946013001/0198.xml,1946-01-30,"proletarec (chicago, ill.) 1906-19??",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
"Unless they get more money, we won’t have the market for the goods we are urging ndustry to produce.",markets,worsen,na,na,vague,assertive,journalist,na,national,False,unless workers get more money,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1946013001/0198.xml,1946-01-30,"proletarec (chicago, ill.) 1906-19??",full_page,worsen,worsen,STOCK,1.0,True,,12.0,default
Economic panic is predicted if price controls end too soon.,general_business,worsen,na,na,vague,assertive,journalist,The St. Louis Post-Dispatch,national,True,if price controls end too soon,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1946051501/0292.xml,1946-05-15,"proletarec (chicago, ill.) 1906-19??",full_page,worsen,improve,INDPRO,0.0,True,,6.0,inferred_short
Another period of mass unemployment will be on the way.,employment,worsen,na,up,vague,assertive,journalist,Reading Labor Advocate,national,True,na,/service/ndnp/iune/batch_iune_garnet_ver01/data/sn83045377/00332897470/1946051501/0292.xml,1946-05-15,"proletarec (chicago, ill.) 1906-19??",full_page,up,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,12.0,default
OUTLOOK FOR 1908- IS BRIGHT AT 0GD.EN,general_business,improve,na,na,12,assertive,journalist,na,regional,False,na,/service/ndnp/uuml/batch_uuml_nibali_ver01/data/sn83045396/print/1907123001/0530.xml,1907-12-30,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,,,,False,scope=regional (not US national),,
"The railroad companies arc contemplating a number of Improvements during the spring, which will give employment J to a large number of laborers.",employment,improve,na,down,6,assertive,journalist,na,regional,False,na,/service/ndnp/uuml/batch_uuml_nibali_ver01/data/sn83045396/print/1907123001/0530.xml,1907-12-30,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,down,,,,False,scope=regional (not US national),,
"Bcsldos a number of other enterprises aro on foot, and It Is not believed there will be mnny men out of employment who really care to work.",employment,improve,na,down,vague,hedged,journalist,na,regional,False,na,/service/ndnp/uuml/batch_uuml_nibali_ver01/data/sn83045396/print/1907123001/0530.xml,1907-12-30,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,down,,,,False,scope=regional (not US national),,
The banks of the city aro sanguine regarding tho business outlook.,general_business,improve,na,na,vague,assertive,expert,na,regional,True,na,/service/ndnp/uuml/batch_uuml_nibali_ver01/data/sn83045396/print/1907123001/0530.xml,1907-12-30,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,,,,False,scope=regional (not US national),,
I prophesy that manv moons will wane before they will again point to a Democrat and sing iu strident chorus the 'Song of the Soup House.',general_business,unclear,na,na,vague,assertive,official,Stone,national,True,na,/service/ndnp/uuml/batch_uuml_nibali_ver01/data/sn83045396/print/1908021901/0400.xml,1908-02-19,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,,,,,False,prediction has no scorable direction,,
